Category,Image,Sil_5,Sil_10,Sil_20,Sil_30,Sil_40,Sil_50,Sil_60,Sil_80,Sil_100
train,004_3_c10_000472,4,9,7,19,4,24,3,25,24
train,004_3_c10_000473,1,9,1,23,1,10,14,10,3
train,004_3_c10_000474,1,6,13,10,9,33,9,28,25
train,004_3_c10_000475,1,9,1,19,4,24,41,70,24
train,004_3_c10_000476,1,9,1,13,17,33,41,28,91
train,004_3_c2_000477,2,3,19,27,15,39,7,11,37
train,004_3_c2_000478,1,7,1,13,1,7,14,15,35
train,004_3_c2_000479,1,4,13,29,18,5,40,6,99
train,004_3_c2_000480,1,6,13,7,18,44,40,4,98
train,004_3_c2_000481,1,9,1,10,9,33,41,70,24
train,004_3_c3_000482,1,9,13,23,24,10,39,45,99
train,004_3_c3_000483,4,1,7,11,11,24,3,25,15
train,004_3_c3_000484,1,7,1,22,1,7,30,48,7
train,004_3_c3_000485,1,5,5,17,25,42,42,15,91
train,004_3_c3_000486,2,0,12,24,12,46,32,34,55
train,004_3_c8_000487,2,0,19,8,8,39,20,72,9
train,004_3_c8_000488,3,4,11,3,22,6,15,77,56
train,004_3_c8_000489,3,4,3,29,22,6,15,8,2
train,004_3_c8_000490,0,3,2,27,15,14,51,59,77
train,004_3_c8_000491,0,2,15,25,34,47,43,74,32
train,004_4_c10_000492,2,0,17,16,26,13,57,34,80
train,004_4_c10_000493,3,8,12,1,0,30,32,34,19
train,004_4_c10_000494,4,1,0,28,14,3,48,61,34
train,004_4_c10_000495,1,9,3,5,37,28,25,49,45
train,004_4_c10_000496,1,4,3,29,18,42,19,51,65
train,004_4_c10_000497,1,6,13,7,18,44,40,6,98
train,004_4_c10_000498,4,1,0,28,14,13,52,30,20
train,004_4_c10_000499,4,1,0,28,14,13,48,30,20
train,004_4_c10_000500,4,7,1,19,1,7,30,60,61
train,004_4_c10_000501,1,6,14,13,17,36,39,78,84
train,004_4_c10_000502,0,2,18,14,29,34,51,24,28
train,004_4_c10_000503,1,6,18,13,3,2,56,60,61
train,004_4_c10_000504,1,9,3,23,37,10,35,70,3
train,004_4_c10_000505,3,4,2,25,10,8,49,26,71
train,004_4_c10_000506,4,9,1,19,4,24,41,25,24
train,004_4_c10_000507,4,1,10,26,21,3,48,61,58
train,004_4_c10_000508,0,6,18,27,15,27,7,60,68
train,004_4_c10_000509,1,9,1,23,9,33,41,28,3
train,004_4_c10_000510,0,2,6,14,10,25,22,53,38
train,004_4_c10_000511,1,4,2,29,10,25,22,51,64
train,004_4_c10_000512,0,6,18,27,25,12,55,60,25
train,004_4_c10_000513,1,9,3,24,38,42,19,57,11
train,004_4_c10_000514,1,9,8,2,30,10,14,19,79
train,004_4_c10_000515,1,7,1,13,1,7,1,60,35
train,004_4_c10_000516,2,5,5,9,23,49,6,65,23
train,004_4_c10_000566,4,1,10,11,11,40,44,17,15
train,004_4_c10_000567,4,1,10,22,14,26,33,71,34
train,004_4_c2_000517,1,5,5,17,28,0,47,79,63
train,004_4_c2_000518,4,7,9,21,3,7,56,60,61
train,004_4_c2_000519,3,8,11,3,22,21,11,62,56
train,004_4_c2_000520,0,5,0,2,34,37,54,76,34
train,004_4_c2_000521,4,1,7,11,11,40,3,71,15
train,004_4_c2_000522,1,6,18,10,3,33,56,60,5
train,004_4_c2_000523,2,5,0,9,23,49,6,0,23
train,004_4_c2_000524,4,5,0,28,14,43,10,64,20
train,004_4_c2_000525,4,0,19,8,27,22,16,56,57
train,004_4_c2_000526,4,9,7,19,38,42,19,57,11
train,004_4_c2_000527,0,6,8,2,3,23,56,55,68
train,010_11_c6_013910,0,7,6,13,28,16,56,47,22
train,010_11_c6_013911,1,7,6,13,17,36,21,47,92
train,010_12_c6_013912,1,7,9,13,3,16,56,47,89
train,010_12_c6_013913,1,4,3,20,12,5,0,29,55
train,010_12_c6_013914,1,7,1,13,28,36,21,78,63
train,010_12_c6_013915,0,7,9,13,25,16,56,47,22
train,010_12_c6_013916,1,9,1,6,6,4,35,70,91
train,010_12_c6_013917,1,6,18,7,24,12,38,44,25
train,010_12_c6_013918,1,9,1,24,38,42,19,57,11
train,010_12_c6_013919,4,1,0,28,34,37,52,76,70
train,010_12_c6_013920,4,1,7,11,11,40,3,20,15
train,010_12_c6_013921,1,9,3,5,37,42,19,57,45
train,010_12_c6_013922,1,9,3,5,38,42,19,57,11
train,010_12_c6_013923,4,1,7,11,4,24,3,25,42
train,010_12_c6_013924,4,1,7,11,11,40,45,20,12
train,010_12_c6_013925,0,5,5,9,14,43,48,64,34
train,010_12_c6_013926,1,9,13,23,24,5,40,10,75
train,010_12_c6_013927,1,9,13,23,37,10,14,10,91
train,010_12_c6_013928,3,0,3,5,22,6,32,34,59
train,010_12_c6_013929,1,6,1,13,17,33,9,28,91
train,010_12_c6_013930,4,1,0,8,27,22,52,69,86
train,010_12_c6_013931,4,7,9,22,13,16,33,21,7
train,010_12_c6_013932,1,7,1,22,3,7,56,60,7
train,010_12_c6_013933,0,7,9,22,13,16,33,21,89
train,010_12_c6_013934,2,5,5,9,23,49,4,68,74
train,010_12_c6_013935,4,6,8,10,9,25,44,5,31
train,010_12_c6_013936,2,5,5,9,23,49,4,37,87
train,010_12_c6_013937,0,5,5,17,25,43,55,2,72
train,010_12_c6_013938,2,5,5,9,23,49,6,68,49
train,010_12_c6_013939,1,6,1,23,24,2,14,60,61
train,010_12_c6_013940,1,9,13,23,24,10,14,10,91
train,010_12_c6_013941,1,6,13,23,17,42,8,44,99
train,010_12_c6_013942,3,4,2,20,10,44,24,59,77
train,010_12_c6_013943,3,8,11,24,22,21,11,38,82
train,010_12_c6_013944,3,4,2,3,16,8,49,26,64
train,010_12_c6_013945,1,6,13,7,24,5,38,29,68
train,010_12_c6_013946,2,5,5,9,23,49,6,0,74
train,010_12_c6_013947,0,7,9,22,28,43,42,37,22
train,010_12_c6_013948,1,9,1,5,37,42,41,70,91
train,010_12_c6_013949,4,9,12,5,0,1,35,49,88
train,010_12_c6_013950,4,7,9,22,13,43,33,64,63
train,010_12_c6_013951,2,5,5,9,23,49,6,68,72
train,010_12_c6_013952,1,7,9,13,17,36,21,47,92
train,010_12_c6_013953,0,7,1,10,9,7,9,28,5
train,010_12_c6_013954,4,7,9,19,4,24,30,25,42
train,010_12_c6_013955,1,9,1,10,9,33,41,28,76
train,010_12_c6_013956,0,6,18,27,15,15,55,65,43
train,010_12_c6_013957,0,7,6,17,28,0,21,47,1
train,010_12_c6_013958,1,4,13,7,18,5,40,29,75
train,010_12_c6_013959,0,2,18,14,29,25,22,24,0
train,010_12_c6_013960,4,1,10,4,34,37,43,5,31
train,010_12_c6_013961,0,2,15,4,33,48,49,34,64
train,010_12_c6_013962,0,2,15,4,29,34,54,24,28
train,010_12_c6_013963,1,6,13,10,9,33,9,28,76
train,010_12_c6_013964,0,5,5,17,2,12,47,37,1
train,010_12_c6_013965,1,6,13,10,9,33,9,50,5
train,010_12_c6_013966,0,7,9,6,13,16,33,58,22
train,010_13_c9_013967,1,4,19,20,12,46,0,11,59
train,010_13_c9_013968,2,0,19,0,8,39,20,72,9
train,010_13_c9_013969,4,7,1,19,4,26,30,15,35
train,010_13_c9_013970,4,7,7,6,6,4,35,67,42
train,010_13_c9_013971,2,0,17,16,5,9,26,41,8
train,010_13_c9_013972,3,8,16,12,35,41,36,16,41
train,010_13_c9_013973,3,8,16,12,31,20,36,42,41
train,010_13_c9_013974,1,9,8,2,30,28,29,19,36
train,010_13_c9_013975,1,6,8,10,9,25,22,19,36
train,010_13_c9_013976,1,9,8,2,30,46,54,3,97
train,010_13_c9_013977,4,9,8,2,30,26,29,3,52
train,010_13_c9_013978,2,5,12,1,32,27,59,17,86
train,010_13_c9_013979,3,8,12,1,19,18,18,45,19
train,010_13_c9_013980,1,7,1,13,1,36,1,78,16
train,010_13_c9_013981,3,8,2,3,16,35,24,26,71
train,010_14_c6_013982,1,9,3,5,9,28,25,4,45
train,010_14_c6_013984,1,7,1,13,3,7,56,60,5
train,010_14_c6_013985,4,7,9,22,25,7,42,15,35
train,010_14_c6_013986,1,6,18,27,15,44,8,44,37
train,010_14_c6_013987,1,6,18,27,15,44,22,44,37
train,010_14_c6_013988,1,9,1,19,1,10,14,70,79
train,010_14_c6_013989,4,1,8,2,30,1,44,34,57
train,010_14_c6_013990,4,1,7,11,11,40,44,5,31
train,010_14_c6_013991,3,4,3,5,37,28,25,49,2
train,010_14_c6_013992,1,6,13,7,24,44,40,44,98
train,010_14_c6_013993,1,9,1,19,4,24,41,70,84
train,010_14_c6_013994,0,6,18,10,9,33,9,28,5
train,010_14_c6_013995,1,6,13,17,2,12,47,50,1
train,010_14_c6_013996,1,7,1,13,17,33,9,28,76
train,010_14_c6_013997,4,7,8,22,25,31,42,15,52
train,010_14_c6_013998,1,6,18,7,24,44,7,73,30
train,010_14_c6_013999,0,6,18,27,15,23,7,23,61
train,010_14_c6_014000,2,5,5,9,23,49,20,68,49
train,010_14_c6_014001,1,9,8,5,30,1,29,45,52
train,010_14_c6_014002,1,6,13,7,24,44,8,44,30
train,010_14_c6_014003,1,6,18,27,15,44,7,73,30
train,010_14_c6_014004,0,2,2,20,29,14,54,66,14
train,010_14_c6_014005,2,5,5,9,23,49,6,68,49
train,010_14_c9_013983,3,4,19,20,19,14,51,66,40
train,010_14_c9_014006,0,2,18,27,15,14,54,73,77
train,010_14_c9_014007,3,3,4,27,15,44,27,27,21
train,010_14_c9_014008,1,9,14,13,17,36,1,78,16
train,010_14_c9_014009,1,6,14,18,39,32,58,36,83
train,010_14_c9_014010,3,4,11,20,22,6,15,26,40
train,010_14_c9_014011,0,2,8,22,19,31,51,11,14
train,010_14_c9_014012,4,1,7,11,11,40,3,5,15
train,010_14_c9_014013,2,0,17,16,26,9,57,39,80
train,010_14_c9_014014,3,3,16,12,35,41,27,42,18
train,010_14_c9_014015,1,9,8,20,12,46,0,45,59
train,010_14_c9_014016,3,8,16,12,16,8,18,26,56
train,010_14_c9_014017,3,4,2,20,19,8,18,26,40
train,010_14_c9_014018,4,0,19,8,27,46,16,3,97
train,004_4_c2_000528,4,5,8,2,30,26,48,3,34
train,005_1_c2_016266,2,5,5,9,23,49,6,68,49
train,005_1_c2_016303,2,5,5,17,28,43,42,64,72
train,005_1_c5_016267,3,4,3,5,37,28,25,45,79
train,005_1_c5_016268,1,4,3,5,37,28,25,4,45
train,005_1_c5_016269,4,9,8,19,30,26,29,70,79
train,005_1_c5_016270,1,9,8,2,30,26,29,19,79
train,005_1_c5_016271,0,7,9,22,13,16,33,47,22
train,005_1_c5_016272,3,3,4,0,5,19,13,22,94
train,005_1_c5_016273,1,9,1,13,28,0,41,67,63
train,005_1_c5_016274,1,4,2,20,19,14,51,45,40
train,005_1_c5_016275,2,3,4,15,36,29,47,27,21
train,005_1_c5_016276,1,7,9,22,28,16,42,47,22
train,005_1_c5_016277,1,9,19,22,19,31,0,7,79
train,005_1_c5_016278,4,1,12,26,0,30,46,40,95
train,005_1_c5_016279,1,4,13,17,2,5,40,29,75
train,005_1_c5_016280,1,6,18,27,15,44,7,23,43
train,005_1_c5_016281,2,3,18,27,36,14,27,27,47
train,005_1_c5_016282,4,1,8,2,30,46,44,3,57
train,005_1_c5_016283,3,3,14,18,39,32,58,63,83
train,005_1_c5_016284,2,3,4,0,36,29,27,27,21
train,005_1_c5_016285,4,0,19,8,27,22,16,56,86
train,005_1_c5_016304,1,9,13,23,24,12,14,10,91
train,005_1_c7_016286,3,8,16,12,31,20,36,54,41
train,005_1_c7_016287,3,3,14,18,19,32,26,36,83
train,005_1_c7_016288,1,6,8,2,12,46,54,3,68
train,005_1_c7_016289,1,6,13,10,9,33,9,73,68
train,005_1_c7_016290,1,7,1,19,1,7,1,48,7
train,005_1_c7_016305,1,9,3,10,9,28,51,19,36
train,005_1_c8_016291,1,7,6,10,3,33,56,55,5
train,005_1_c8_016292,0,7,9,22,13,16,33,21,79
train,005_1_c8_016293,3,6,13,7,24,44,8,44,30
train,005_1_c8_016294,3,4,2,20,16,6,15,26,33
train,005_1_c8_016295,3,3,2,18,2,45,8,50,21
train,005_1_c8_016296,1,6,18,7,15,44,8,44,37
train,005_1_c8_016297,0,5,5,17,25,12,55,37,25
train,005_1_c8_016298,4,1,10,28,26,13,2,32,48
train,005_1_c8_016299,2,5,5,17,2,0,47,79,87
train,005_1_c8_016300,3,3,4,0,5,29,13,22,94
train,007_1_c5_009740,2,5,0,9,14,49,6,0,34
train,007_1_c5_009741,4,5,0,28,14,43,48,64,34
train,007_1_c5_009742,0,5,0,9,14,43,48,64,34
train,007_1_c5_009743,4,1,0,28,14,13,52,30,4
train,007_1_c5_009744,4,1,7,11,11,40,3,20,15
train,007_1_c5_009745,1,7,9,6,6,4,17,18,62
train,007_1_c5_009746,3,3,4,15,36,45,27,27,18
train,007_1_c5_009747,4,1,0,8,27,22,52,56,86
train,007_1_c5_009748,0,7,8,2,30,26,29,3,34
train,007_1_c5_009749,1,6,13,7,24,2,39,13,75
train,007_1_c5_009750,1,6,13,14,10,25,28,13,98
train,007_1_c5_009751,1,6,18,27,15,44,7,73,77
train,007_1_c5_009752,0,5,5,9,23,43,6,64,72
train,007_1_c5_009753,2,5,5,9,23,49,6,0,87
train,007_1_c5_009754,1,6,18,7,24,44,38,73,68
train,007_1_c5_009755,0,5,18,27,15,27,55,23,43
train,007_1_c5_009756,1,6,18,10,9,33,9,28,5
train,007_1_c5_009757,1,9,14,18,39,32,17,18,62
train,007_1_c5_009758,2,9,17,5,37,0,35,70,91
train,007_1_c5_009759,2,3,4,0,36,29,27,27,49
train,007_1_c5_009760,4,5,0,28,14,43,48,64,34
train,007_2_c5_009761,3,8,16,12,31,20,23,54,41
train,007_2_c5_009762,1,7,1,10,9,33,41,28,76
train,007_2_c5_009763,1,9,3,5,37,28,25,4,45
train,007_2_c5_009764,1,9,3,23,38,42,19,57,11
train,007_2_c5_009765,2,0,17,16,5,9,26,41,8
train,007_2_c5_009766,3,3,4,0,5,19,26,41,8
train,007_2_c5_009767,4,0,0,28,26,13,10,32,17
train,007_3_c9_009768,3,8,16,3,35,45,18,59,56
train,007_3_c9_009769,3,4,2,20,19,14,51,26,33
train,007_3_c9_009770,3,0,19,5,37,39,16,77,59
train,007_3_c9_009771,3,4,2,20,16,35,24,26,33
train,007_3_c9_009772,1,7,14,13,17,36,21,78,92
train,007_3_c9_009773,1,6,8,2,12,46,54,73,97
train,007_3_c9_009774,3,3,2,18,39,35,58,59,77
train,010_10_c4_013858,3,4,2,20,16,35,24,1,33
train,010_10_c4_013859,1,9,1,19,4,24,41,70,79
train,010_10_c4_013860,2,5,5,9,23,43,42,37,87
train,010_10_c4_013861,4,1,7,19,4,4,3,58,85
train,010_10_c4_013862,1,6,18,27,15,44,7,23,77
train,010_10_c4_013863,3,3,14,18,39,32,58,63,60
train,010_10_c4_013864,3,8,11,3,16,35,24,1,33
train,010_10_c4_013865,2,0,4,0,8,39,34,14,81
train,010_10_c4_013866,1,9,1,13,1,36,1,55,16
train,010_10_c4_013867,1,6,18,27,15,12,8,44,25
train,010_10_c4_013868,1,4,3,23,18,5,39,4,99
train,010_10_c4_013869,1,9,14,23,1,36,39,78,53
train,010_10_c4_013870,3,3,2,15,36,8,5,9,29
train,010_10_c4_013871,2,5,5,9,25,31,6,69,73
train,010_10_c4_013872,3,4,11,29,22,6,15,77,2
train,010_10_c4_013873,4,9,3,24,38,42,19,70,91
train,010_10_c4_013874,4,1,7,11,11,40,3,20,12
train,010_10_c4_013875,3,3,4,0,35,29,13,22,69
train,010_11_c6_013876,4,7,9,6,6,4,17,18,62
train,010_11_c6_013877,1,6,13,7,24,44,38,44,98
train,010_11_c6_013878,0,2,15,14,33,11,31,31,90
train,010_11_c6_013879,2,6,18,27,15,44,7,73,77
train,010_11_c6_013880,0,5,18,27,15,12,55,2,25
train,010_11_c6_013881,1,7,6,17,25,7,42,15,35
train,010_11_c6_013882,0,7,9,22,13,16,56,47,22
train,010_11_c6_013883,1,7,9,13,3,7,56,47,22
train,010_11_c6_013884,0,7,9,22,13,16,33,21,89
train,010_11_c6_013885,1,7,6,13,17,33,56,28,5
train,010_11_c6_013886,1,4,8,20,12,46,54,34,64
train,010_11_c6_013887,0,2,15,14,29,34,54,24,28
train,010_11_c6_013888,4,1,10,26,21,38,46,40,95
train,010_11_c6_013889,1,6,1,13,1,2,14,10,39
train,010_11_c6_013890,0,5,5,17,25,43,42,37,72
train,010_11_c6_013891,1,6,1,13,1,7,14,60,39
train,010_11_c6_013892,1,7,6,13,28,7,42,47,39
train,010_11_c6_013893,2,0,12,1,32,18,59,34,19
train,010_11_c6_013894,0,2,15,4,33,34,43,74,10
train,010_11_c6_013895,0,2,15,4,34,37,43,12,10
train,010_11_c6_013896,1,4,3,29,18,17,40,6,65
train,010_11_c6_013897,1,6,13,10,17,33,9,50,76
train,010_11_c6_013898,1,6,13,7,24,2,8,44,25
train,010_11_c6_013899,1,6,6,10,9,33,42,55,63
train,010_11_c6_013900,4,1,7,24,38,42,53,52,51
train,010_11_c6_013901,2,0,5,9,23,49,20,72,23
train,010_11_c6_013902,0,5,6,21,25,23,42,37,89
train,010_11_c6_013903,1,7,9,13,1,36,1,47,22
train,010_11_c6_013904,1,6,18,27,15,12,8,44,61
train,010_11_c6_013905,1,7,1,13,17,36,1,78,39
train,010_11_c6_013906,0,6,18,21,3,23,54,73,77
train,010_11_c6_013907,0,2,15,14,29,34,54,24,28
train,010_11_c6_013908,0,6,18,27,15,27,7,23,77
train,010_11_c6_013909,3,4,11,29,22,6,15,59,27
train,004_4_c2_000529,0,7,9,22,13,16,33,47,89
train,004_4_c2_000530,1,6,6,7,3,2,38,13,68
train,004_4_c2_000531,1,7,1,13,3,7,56,60,61
train,004_4_c2_000532,1,6,8,2,12,5,38,55,68
train,004_4_c2_000533,4,1,7,11,11,40,45,20,12
train,004_4_c2_000534,1,6,13,10,9,33,9,55,84
train,004_4_c2_000535,1,6,18,27,3,31,14,60,61
train,004_4_c2_000536,4,7,8,22,25,7,56,60,35
train,004_4_c2_000537,4,1,0,28,26,13,2,30,17
train,004_4_c2_000538,4,2,15,4,34,37,43,76,70
train,004_4_c2_000539,0,6,18,27,15,27,7,23,77
train,004_4_c2_000540,4,1,0,28,14,13,10,32,48
train,004_4_c2_000541,4,1,10,26,21,38,46,40,95
train,004_4_c2_000542,2,0,12,1,0,18,59,43,19
train,004_4_c2_000543,0,3,6,21,20,23,5,9,14
train,004_4_c2_000544,0,2,15,25,7,47,50,31,26
train,004_4_c2_000568,1,6,18,7,24,44,7,44,30
train,004_4_c2_000569,1,9,8,23,30,10,14,70,61
train,004_4_c3_000545,1,7,14,21,3,1,35,45,61
train,004_4_c3_000546,1,4,13,29,10,17,8,6,65
train,004_4_c3_000547,3,9,3,5,37,1,25,45,40
train,004_4_c3_000548,4,7,9,6,6,4,17,18,85
train,004_4_c3_000549,3,8,12,24,0,30,53,52,51
train,004_4_c3_000570,1,4,13,29,18,17,40,6,65
train,004_4_c8_000550,1,4,3,5,37,28,25,77,2
train,004_4_c8_000551,1,6,18,27,1,31,1,67,16
train,004_4_c8_000552,2,0,0,28,26,13,10,32,17
train,004_4_c8_000553,2,5,0,9,23,49,6,0,73
train,004_4_c8_000554,2,3,4,0,5,29,34,27,21
train,004_4_c8_000555,4,1,10,26,21,38,45,71,66
train,004_4_c8_000556,1,7,1,19,1,7,14,48,91
train,004_4_c8_000557,2,0,19,8,27,22,16,11,9
train,004_4_c8_000558,4,7,9,22,13,26,52,21,86
train,004_4_c8_000559,4,1,0,28,14,3,48,30,20
train,004_4_c8_000560,4,1,9,22,13,37,33,76,70
train,004_4_c8_000561,1,9,1,19,9,10,41,70,3
train,004_4_c8_000562,2,0,17,16,26,1,35,32,74
train,004_4_c8_000563,4,9,9,19,4,1,35,67,93
train,004_4_c8_000564,1,7,9,22,1,7,1,60,7
train,004_4_c8_000565,3,8,11,3,22,8,18,26,71
train,004_5_c10_000571,1,6,13,23,24,5,38,55,68
train,004_5_c10_000574,1,7,1,13,4,36,1,78,84
train,004_5_c10_000575,1,9,14,18,39,32,17,18,53
train,004_5_c10_000576,4,1,7,11,11,40,45,71,44
train,004_5_c10_000577,4,9,7,19,4,24,3,25,24
train,004_5_c10_000578,1,6,14,13,17,36,21,78,39
train,004_5_c10_000579,4,7,9,6,6,4,35,5,31
train,004_5_c10_000580,1,9,3,5,37,1,25,49,45
train,004_5_c10_000581,1,9,1,19,1,10,14,48,3
train,004_5_c10_000582,1,9,1,23,30,10,14,70,3
train,004_5_c10_000583,4,1,10,26,14,3,48,61,58
train,004_5_c10_000584,2,5,5,9,25,49,6,37,89
train,004_5_c10_000585,2,3,4,17,2,12,47,79,21
train,004_5_c10_000586,4,1,10,26,21,38,46,61,58
train,004_5_c10_000587,1,7,1,23,1,10,14,60,68
train,004_5_c10_000588,3,4,2,7,16,35,24,1,46
train,004_5_c10_000589,2,0,17,0,8,29,20,72,80
train,004_5_c10_000590,4,1,10,26,21,3,48,61,58
train,004_5_c10_000591,4,1,7,19,30,26,29,25,52
train,004_5_c10_000592,3,8,4,0,35,41,34,16,18
train,004_5_c2_000572,1,4,3,29,18,5,40,29,75
train,004_5_c2_000593,1,6,13,29,18,17,39,6,53
train,004_5_c2_000594,1,6,1,10,9,33,9,28,76
train,004_5_c2_000595,1,6,13,7,24,2,8,44,25
train,004_5_c2_000596,0,2,15,14,29,34,37,24,28
train,004_5_c2_000597,3,4,11,29,22,6,15,8,27
train,004_5_c2_000598,3,4,3,5,37,1,32,49,59
train,004_5_c8_000573,4,0,19,8,27,1,16,11,59
train,004_5_c8_000599,4,1,10,26,21,3,52,61,4
train,004_5_c8_000600,1,9,3,5,37,28,25,49,45
train,004_5_c8_000601,3,8,11,3,22,21,11,38,82
train,004_5_c8_000602,4,1,0,8,27,22,52,30,4
train,004_5_c8_000603,2,0,17,16,5,9,57,41,80
train,004_5_c8_000604,3,3,4,0,5,19,34,41,8
train,004_5_c8_000605,3,3,4,15,35,45,27,27,18
train,004_5_c8_000606,3,8,11,3,22,21,11,62,56
train,004_5_c8_000607,1,9,1,23,1,10,14,48,3
train,004_5_c8_000608,1,3,14,18,39,45,58,63,60
train,004_5_c8_000609,3,4,14,18,39,45,58,45,40
train,004_5_c8_000610,4,1,7,19,30,26,30,17,52
train,004_5_c8_000611,3,4,2,20,12,6,0,29,55
train,004_5_c8_000612,4,1,10,26,21,3,48,61,58
train,004_5_c8_000613,1,9,8,2,30,1,0,11,79
train,004_5_c8_000614,1,7,1,23,1,10,1,48,16
train,004_5_c8_000615,3,8,11,3,22,21,11,38,56
train,004_5_c8_000616,3,4,11,3,22,6,15,38,27
train,004_5_c8_000617,1,6,13,7,24,44,28,6,30
train,004_5_c8_000618,0,7,9,22,13,16,33,47,89
train,004_5_c8_000619,1,9,14,6,6,1,35,58,85
train,004_5_c8_000620,4,9,7,19,4,24,3,67,24
train,004_5_c8_000621,1,4,2,18,16,35,58,1,60
train,005_1_c10_016233,0,7,9,6,13,16,33,58,62
train,005_1_c10_016234,2,0,17,16,26,13,10,32,80
train,005_1_c10_016235,3,4,11,3,22,6,15,38,82
train,005_1_c10_016236,1,9,8,2,30,46,29,19,30
train,005_1_c10_016237,2,5,5,9,23,49,6,0,87
train,005_1_c10_016238,4,1,0,8,27,22,52,69,86
train,005_1_c10_016239,2,5,18,27,15,12,7,23,43
train,005_1_c10_016240,1,9,12,5,19,1,14,45,91
train,005_1_c10_016241,1,9,3,23,37,10,39,4,3
train,005_1_c10_016242,4,1,9,11,13,40,33,21,44
train,005_1_c10_016243,2,5,5,9,23,49,6,0,87
train,005_1_c10_016301,1,9,8,5,12,46,0,29,55
train,005_1_c12_016244,0,7,9,22,13,37,33,76,70
train,005_1_c12_016245,1,9,3,5,37,10,25,19,79
train,005_1_c12_016246,1,9,3,5,37,28,25,70,79
train,005_1_c12_016247,3,3,13,17,2,12,47,79,1
train,005_1_c12_016248,1,6,14,18,39,17,58,50,60
train,005_1_c12_016249,1,9,1,23,1,10,1,48,3
train,005_1_c12_016250,0,2,2,25,7,47,50,66,47
train,005_1_c12_016251,0,2,15,25,7,47,49,31,90
train,005_1_c1_016252,0,5,5,22,25,43,42,64,34
train,005_1_c1_016253,1,6,6,13,17,2,9,13,39
train,005_1_c1_016254,0,6,18,14,29,34,51,24,36
train,005_1_c1_016255,0,6,13,14,29,25,22,24,38
train,005_1_c1_016256,4,1,0,28,27,27,52,30,4
train,005_1_c1_016257,1,9,8,2,30,46,0,19,79
train,005_1_c1_016258,3,9,3,5,19,31,0,45,79
train,005_1_c1_016259,1,7,9,22,13,16,35,21,79
train,005_1_c1_016260,0,2,9,21,20,16,12,46,0
train,005_1_c1_016261,2,0,17,16,26,9,10,32,74
train,005_1_c1_016302,0,2,15,14,33,11,31,33,0
train,005_1_c2_016262,1,6,14,20,19,14,51,11,36
train,005_1_c2_016263,2,5,18,27,15,27,7,23,43
train,005_1_c2_016264,4,7,9,22,13,7,33,15,35
train,005_1_c2_016265,4,7,7,19,4,4,3,58,85
train,010_14_c9_014019,1,7,8,2,30,26,29,19,52
train,010_14_c9_014020,4,1,7,6,6,4,17,67,12
train,010_14_c9_014021,2,0,17,16,26,9,57,39,50
train,010_14_c9_014022,1,4,3,20,19,14,51,45,40
train,010_14_c9_014023,2,0,17,16,26,9,57,39,50
train,010_14_c9_014024,1,3,14,18,39,32,58,63,83
train,010_14_c9_014025,3,4,2,20,19,8,18,26,40
train,010_1_c11_013817,3,8,2,3,16,8,18,26,71
train,010_1_c11_013819,3,8,16,0,35,39,34,14,18
train,010_1_c11_013820,4,7,1,19,4,24,30,48,42
train,010_1_c11_013821,1,7,1,13,1,36,1,78,16
train,010_1_c11_013822,1,7,6,13,17,36,21,47,92
train,010_1_c11_013823,1,6,13,7,18,5,40,6,98
train,010_1_c11_013824,0,2,15,14,33,11,37,53,38
train,010_1_c11_013825,0,2,15,4,34,48,43,74,32
train,010_1_c11_013826,3,4,3,20,16,6,24,45,33
train,010_1_c11_013827,0,2,15,14,33,25,22,53,38
train,010_1_c11_013828,1,7,1,13,17,36,1,78,16
train,010_1_c11_013829,1,4,14,18,39,32,58,63,60
train,010_1_c11_013830,3,3,4,0,35,19,34,27,21
train,010_1_c11_013831,2,5,5,17,25,31,42,2,72
train,010_1_c11_013832,1,9,14,23,1,10,1,10,53
train,010_1_c11_013833,2,3,5,17,2,0,47,79,1
train,010_1_c11_013834,3,4,2,7,16,35,24,1,33
train,010_1_c11_013835,0,2,15,14,33,11,31,33,90
train,010_1_c11_013836,0,2,15,25,7,47,50,75,32
train,010_1_c4_013818,2,5,5,17,2,0,4,79,87
train,010_1_c4_013837,0,5,18,27,25,15,55,65,43
train,010_1_c4_013838,2,3,5,0,23,29,47,68,21
train,010_1_c4_013839,1,7,1,13,17,36,21,78,16
train,010_1_c4_013840,4,7,7,19,4,24,3,25,42
train,010_1_c4_013841,1,9,14,6,6,32,35,67,53
train,010_1_c4_013842,3,4,2,18,39,35,58,63,60
train,010_1_c4_013843,3,8,11,3,16,45,23,1,33
train,010_1_c4_013844,2,5,5,17,2,0,47,68,87
train,010_1_c4_013845,1,7,1,13,1,7,14,15,35
train,010_1_c4_013846,1,7,1,13,1,7,1,48,39
train,010_1_c4_013847,1,9,1,13,1,12,14,15,91
train,010_1_c4_013848,1,9,14,18,39,32,58,63,53
train,010_1_c4_013849,1,9,14,18,39,32,58,63,60
train,010_1_c4_013850,3,8,16,12,35,41,36,16,13
train,010_1_c6_013851,0,7,6,21,3,23,56,47,22
train,010_1_c6_013852,1,9,1,19,4,24,41,70,24
train,010_1_c6_013853,1,4,3,29,18,17,15,8,2
train,010_1_c6_013854,0,7,9,6,28,0,42,47,63
