Category,Image,R_LA_5,R_LAC_5,R_A_5,N_LA_5,N_LAC_5,N_A_5,R_LA_10,R_LAC_10,R_A_10,N_LA_10,N_LAC_10,N_A_10,R_LA_15,R_LAC_15,R_A_15,N_LA_15,N_LAC_15,N_A_15,R_LA_20,R_LAC_20,R_A_20,N_LA_20,N_LAC_20,N_A_20,R_LA_25,R_LAC_25,R_A_25,N_LA_25,N_LAC_25,N_A_25,R_LA_30,R_LAC_30,R_A_30,N_LA_30,N_LAC_30,N_A_30,R_LA_35,R_LAC_35,R_A_35,N_LA_35,N_LAC_35,N_A_35,R_LA_40,R_LAC_40,R_A_40,N_LA_40,N_LAC_40,N_A_40
train,000_1_c8_001068,5.0,5.0,3.0,2.0,2.0,2.0,10.0,2.0,7.0,4.0,5.0,3.0,6.0,11.0,7.0,1.0,1.0,14.0,11.0,6.0,7.0,11.0,11.0,8.0,3.0,1.0,20.0,19.0,3.0,10.0,3.0,13.0,7.0,3.0,30.0,8.0,1.0,9.0,34.0,32.0,13.0,29.0,37.0,9.0,37.0,40.0,5.0,2.0
train,000_1_c8_001069,1.0,4.0,5.0,3.0,4.0,5.0,2.0,1.0,1.0,8.0,3.0,6.0,14.0,7.0,2.0,5.0,14.0,5.0,2.0,17.0,2.0,2.0,13.0,7.0,6.0,2.0,23.0,8.0,22.0,8.0,6.0,11.0,20.0,30.0,16.0,16.0,6.0,5.0,23.0,16.0,34.0,5.0,21.0,22.0,27.0,33.0,13.0,18.0
train,000_1_c8_001070,1.0,4.0,5.0,3.0,4.0,5.0,2.0,1.0,1.0,8.0,3.0,6.0,14.0,7.0,2.0,5.0,14.0,5.0,20.0,17.0,2.0,2.0,13.0,7.0,6.0,24.0,10.0,8.0,22.0,8.0,28.0,9.0,4.0,30.0,16.0,16.0,8.0,2.0,13.0,16.0,2.0,5.0,2.0,11.0,15.0,33.0,13.0,18.0
train,000_2_c10_001071,1.0,4.0,5.0,1.0,3.0,4.0,2.0,1.0,1.0,3.0,7.0,5.0,14.0,7.0,2.0,11.0,5.0,3.0,2.0,17.0,2.0,5.0,1.0,11.0,6.0,2.0,23.0,5.0,5.0,7.0,6.0,11.0,20.0,1.0,12.0,20.0,6.0,5.0,23.0,2.0,33.0,2.0,21.0,22.0,27.0,3.0,1.0,8.0
train,000_2_c10_001072,2.0,2.0,4.0,4.0,1.0,3.0,6.0,7.0,6.0,6.0,6.0,7.0,4.0,13.0,9.0,4.0,9.0,10.0,5.0,15.0,13.0,20.0,7.0,5.0,17.0,3.0,16.0,21.0,19.0,22.0,17.0,22.0,21.0,4.0,17.0,26.0,17.0,7.0,26.0,5.0,8.0,24.0,27.0,38.0,10.0,9.0,18.0,31.0
train,000_2_c10_001075,2.0,2.0,4.0,3.0,4.0,5.0,6.0,7.0,6.0,6.0,6.0,7.0,4.0,2.0,3.0,4.0,9.0,10.0,17.0,15.0,6.0,20.0,7.0,5.0,7.0,8.0,14.0,12.0,1.0,11.0,7.0,5.0,2.0,17.0,13.0,15.0,3.0,12.0,4.0,9.0,35.0,4.0,28.0,16.0,31.0,13.0,20.0,6.0
train,000_2_c10_001076,1.0,4.0,5.0,3.0,4.0,5.0,1.0,1.0,1.0,8.0,3.0,6.0,11.0,7.0,10.0,5.0,14.0,5.0,16.0,20.0,17.0,2.0,13.0,7.0,2.0,16.0,6.0,8.0,22.0,8.0,2.0,2.0,16.0,8.0,8.0,4.0,13.0,14.0,18.0,1.0,22.0,1.0,19.0,2.0,16.0,8.0,32.0,4.0
train,000_2_c10_001077,2.0,2.0,4.0,3.0,4.0,5.0,6.0,7.0,6.0,6.0,6.0,7.0,4.0,2.0,3.0,4.0,9.0,10.0,17.0,15.0,6.0,20.0,7.0,5.0,7.0,8.0,14.0,12.0,1.0,11.0,7.0,5.0,2.0,17.0,13.0,15.0,3.0,29.0,4.0,9.0,35.0,4.0,20.0,16.0,31.0,13.0,20.0,6.0
train,000_2_c10_001078,3.0,1.0,2.0,1.0,3.0,4.0,8.0,5.0,4.0,3.0,7.0,5.0,10.0,12.0,6.0,11.0,5.0,3.0,9.0,1.0,1.0,5.0,1.0,11.0,1.0,4.0,4.0,5.0,5.0,7.0,1.0,14.0,3.0,1.0,12.0,20.0,30.0,32.0,3.0,2.0,33.0,2.0,3.0,13.0,9.0,3.0,1.0,8.0
train,000_2_c10_001079,1.0,4.0,5.0,3.0,4.0,5.0,2.0,1.0,1.0,8.0,3.0,6.0,14.0,7.0,2.0,5.0,14.0,5.0,20.0,17.0,2.0,2.0,13.0,7.0,6.0,24.0,10.0,8.0,22.0,8.0,28.0,9.0,4.0,30.0,16.0,16.0,8.0,2.0,2.0,16.0,2.0,26.0,2.0,30.0,15.0,4.0,2.0,20.0
train,000_2_c10_001080,3.0,1.0,2.0,4.0,1.0,3.0,4.0,8.0,8.0,9.0,2.0,4.0,12.0,4.0,14.0,8.0,3.0,2.0,4.0,5.0,5.0,19.0,9.0,6.0,10.0,15.0,7.0,6.0,2.0,4.0,10.0,7.0,10.0,15.0,9.0,7.0,9.0,16.0,30.0,26.0,25.0,3.0,36.0,19.0,5.0,11.0,28.0,38.0
train,000_2_c10_001081,3.0,1.0,2.0,1.0,3.0,4.0,8.0,5.0,4.0,3.0,7.0,5.0,10.0,12.0,6.0,11.0,5.0,3.0,9.0,1.0,1.0,5.0,17.0,18.0,1.0,4.0,4.0,1.0,20.0,13.0,1.0,14.0,3.0,21.0,3.0,17.0,30.0,32.0,3.0,13.0,3.0,13.0,3.0,13.0,9.0,39.0,15.0,39.0
train,000_2_c10_001082,3.0,1.0,2.0,1.0,3.0,4.0,8.0,5.0,4.0,3.0,7.0,5.0,10.0,12.0,6.0,11.0,5.0,3.0,9.0,1.0,1.0,5.0,1.0,18.0,1.0,4.0,4.0,1.0,20.0,13.0,1.0,14.0,3.0,21.0,3.0,17.0,30.0,32.0,3.0,13.0,3.0,13.0,3.0,13.0,9.0,39.0,15.0,39.0
train,000_2_c10_001083,2.0,2.0,4.0,1.0,3.0,4.0,5.0,7.0,5.0,6.0,9.0,5.0,15.0,14.0,8.0,9.0,10.0,8.0,8.0,12.0,14.0,6.0,8.0,18.0,12.0,18.0,12.0,18.0,16.0,16.0,12.0,18.0,30.0,18.0,22.0,27.0,18.0,22.0,11.0,14.0,14.0,18.0,10.0,28.0,38.0,24.0,40.0,10.0
train,000_2_c10_001084,2.0,2.0,4.0,2.0,2.0,2.0,5.0,7.0,5.0,2.0,1.0,1.0,15.0,14.0,8.0,6.0,6.0,12.0,8.0,12.0,14.0,8.0,10.0,12.0,12.0,18.0,12.0,13.0,18.0,5.0,12.0,18.0,30.0,12.0,14.0,19.0,18.0,22.0,11.0,11.0,10.0,20.0,26.0,28.0,38.0,28.0,30.0,22.0
train,000_2_c10_001085,3.0,1.0,2.0,1.0,3.0,4.0,8.0,5.0,4.0,3.0,7.0,5.0,10.0,12.0,6.0,11.0,5.0,3.0,9.0,1.0,1.0,5.0,1.0,11.0,1.0,4.0,4.0,5.0,5.0,7.0,1.0,14.0,18.0,1.0,12.0,20.0,26.0,17.0,22.0,2.0,33.0,2.0,14.0,7.0,17.0,3.0,1.0,8.0
train,000_2_c10_001086,4.0,3.0,1.0,4.0,1.0,3.0,7.0,4.0,3.0,5.0,4.0,2.0,3.0,15.0,5.0,15.0,11.0,1.0,10.0,18.0,10.0,3.0,18.0,4.0,5.0,22.0,9.0,14.0,24.0,9.0,5.0,15.0,25.0,22.0,4.0,10.0,2.0,13.0,27.0,15.0,18.0,22.0,12.0,23.0,11.0,29.0,11.0,3.0
train,000_2_c10_001087,3.0,1.0,2.0,1.0,3.0,4.0,8.0,5.0,4.0,3.0,7.0,5.0,10.0,12.0,6.0,11.0,5.0,3.0,9.0,1.0,1.0,5.0,1.0,11.0,1.0,4.0,4.0,5.0,5.0,7.0,1.0,14.0,18.0,1.0,15.0,3.0,4.0,3.0,29.0,2.0,11.0,2.0,38.0,7.0,35.0,3.0,1.0,5.0
train,000_2_c10_001088,3.0,1.0,2.0,5.0,5.0,1.0,3.0,3.0,2.0,7.0,8.0,8.0,1.0,8.0,4.0,3.0,7.0,7.0,18.0,14.0,19.0,10.0,16.0,3.0,25.0,21.0,18.0,23.0,7.0,20.0,25.0,28.0,22.0,6.0,19.0,22.0,14.0,24.0,20.0,24.0,24.0,19.0,4.0,3.0,22.0,15.0,27.0,1.0
train,000_2_c10_001089,1.0,4.0,5.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,14.0,7.0,2.0,6.0,6.0,12.0,2.0,17.0,2.0,8.0,10.0,10.0,6.0,2.0,23.0,20.0,21.0,1.0,6.0,11.0,20.0,24.0,1.0,28.0,6.0,11.0,23.0,34.0,17.0,31.0,21.0,6.0,3.0,31.0,38.0,36.0
train,000_2_c10_001090,4.0,3.0,1.0,4.0,1.0,3.0,7.0,4.0,3.0,5.0,4.0,2.0,3.0,15.0,5.0,15.0,11.0,1.0,10.0,18.0,10.0,3.0,18.0,4.0,5.0,10.0,9.0,14.0,24.0,9.0,5.0,15.0,14.0,9.0,4.0,10.0,2.0,13.0,27.0,15.0,18.0,22.0,40.0,10.0,20.0,16.0,11.0,3.0
train,000_2_c10_001091,2.0,2.0,4.0,1.0,3.0,4.0,5.0,7.0,5.0,6.0,9.0,5.0,15.0,14.0,8.0,9.0,10.0,8.0,8.0,12.0,14.0,6.0,8.0,18.0,12.0,18.0,12.0,18.0,16.0,16.0,12.0,18.0,30.0,18.0,22.0,27.0,24.0,22.0,17.0,14.0,14.0,18.0,30.0,28.0,38.0,24.0,40.0,10.0
train,000_2_c10_001092,5.0,5.0,3.0,2.0,2.0,2.0,1.0,6.0,7.0,10.0,10.0,10.0,7.0,5.0,10.0,10.0,4.0,9.0,6.0,2.0,4.0,12.0,19.0,15.0,8.0,17.0,13.0,17.0,9.0,12.0,8.0,25.0,24.0,13.0,6.0,11.0,21.0,18.0,6.0,22.0,23.0,6.0,11.0,34.0,18.0,22.0,26.0,37.0
train,000_2_c10_001093,1.0,4.0,5.0,3.0,4.0,5.0,2.0,1.0,1.0,8.0,3.0,6.0,14.0,7.0,2.0,5.0,14.0,5.0,2.0,17.0,2.0,2.0,13.0,7.0,6.0,2.0,10.0,8.0,22.0,8.0,28.0,11.0,4.0,8.0,8.0,4.0,32.0,5.0,13.0,1.0,22.0,26.0,2.0,22.0,36.0,8.0,32.0,4.0
train,000_2_c10_001094,1.0,4.0,5.0,3.0,4.0,5.0,2.0,1.0,1.0,8.0,3.0,6.0,14.0,7.0,2.0,5.0,14.0,5.0,2.0,17.0,2.0,2.0,13.0,7.0,6.0,2.0,23.0,8.0,22.0,8.0,6.0,11.0,20.0,30.0,16.0,16.0,6.0,5.0,23.0,16.0,34.0,5.0,21.0,22.0,3.0,33.0,13.0,18.0
train,000_2_c10_001095,3.0,1.0,2.0,1.0,3.0,4.0,8.0,5.0,4.0,3.0,7.0,5.0,10.0,12.0,6.0,11.0,5.0,3.0,9.0,1.0,1.0,5.0,1.0,11.0,1.0,4.0,4.0,5.0,5.0,7.0,1.0,14.0,18.0,1.0,12.0,20.0,26.0,17.0,22.0,2.0,33.0,2.0,14.0,7.0,17.0,3.0,1.0,8.0
train,000_2_c10_001096,3.0,1.0,2.0,1.0,3.0,4.0,8.0,10.0,4.0,3.0,7.0,5.0,10.0,3.0,6.0,11.0,13.0,3.0,1.0,19.0,15.0,16.0,15.0,1.0,22.0,9.0,19.0,22.0,12.0,25.0,22.0,24.0,28.0,28.0,25.0,25.0,19.0,27.0,19.0,30.0,21.0,21.0,24.0,14.0,21.0,25.0,24.0,35.0
train,000_2_c10_001097,1.0,4.0,5.0,1.0,3.0,4.0,2.0,1.0,1.0,3.0,7.0,5.0,14.0,7.0,2.0,11.0,5.0,3.0,20.0,17.0,2.0,5.0,1.0,18.0,6.0,24.0,10.0,1.0,20.0,13.0,28.0,9.0,4.0,21.0,3.0,17.0,32.0,2.0,13.0,13.0,3.0,13.0,2.0,30.0,36.0,39.0,15.0,39.0
train,000_2_c10_001098,3.0,1.0,2.0,5.0,5.0,1.0,3.0,3.0,2.0,7.0,8.0,8.0,1.0,8.0,4.0,3.0,7.0,7.0,18.0,14.0,19.0,10.0,16.0,3.0,25.0,21.0,18.0,23.0,7.0,20.0,25.0,28.0,22.0,6.0,19.0,22.0,14.0,24.0,20.0,24.0,24.0,19.0,4.0,3.0,22.0,15.0,27.0,1.0
train,000_2_c2_001073,5.0,5.0,3.0,2.0,2.0,2.0,1.0,6.0,7.0,4.0,5.0,3.0,7.0,5.0,10.0,13.0,12.0,4.0,6.0,2.0,4.0,7.0,4.0,9.0,8.0,13.0,13.0,7.0,10.0,17.0,8.0,3.0,24.0,27.0,21.0,13.0,21.0,26.0,6.0,25.0,16.0,28.0,11.0,36.0,18.0,14.0,10.0,24.0
train,000_2_c2_001099,1.0,4.0,5.0,1.0,3.0,4.0,2.0,1.0,1.0,3.0,7.0,5.0,14.0,7.0,2.0,11.0,5.0,3.0,20.0,8.0,3.0,5.0,17.0,18.0,6.0,24.0,10.0,1.0,20.0,13.0,28.0,9.0,4.0,21.0,3.0,17.0,32.0,2.0,13.0,13.0,3.0,13.0,2.0,30.0,36.0,39.0,15.0,39.0
train,000_2_c2_001100,1.0,4.0,5.0,3.0,4.0,5.0,2.0,1.0,1.0,8.0,3.0,6.0,14.0,7.0,2.0,5.0,14.0,5.0,20.0,8.0,3.0,15.0,2.0,7.0,6.0,24.0,10.0,3.0,4.0,14.0,28.0,9.0,4.0,8.0,8.0,4.0,32.0,2.0,13.0,1.0,22.0,26.0,2.0,30.0,36.0,4.0,2.0,20.0
train,000_2_c2_001101,3.0,1.0,2.0,1.0,3.0,4.0,8.0,5.0,4.0,3.0,7.0,5.0,10.0,12.0,6.0,11.0,5.0,3.0,9.0,1.0,1.0,5.0,1.0,18.0,1.0,4.0,4.0,1.0,20.0,13.0,1.0,14.0,3.0,21.0,3.0,17.0,30.0,32.0,3.0,13.0,3.0,13.0,3.0,13.0,9.0,39.0,15.0,39.0
train,000_2_c2_001102,1.0,4.0,5.0,3.0,4.0,5.0,5.0,9.0,5.0,2.0,9.0,1.0,15.0,6.0,8.0,9.0,10.0,8.0,8.0,8.0,3.0,15.0,17.0,16.0,21.0,12.0,11.0,3.0,4.0,14.0,21.0,4.0,23.0,2.0,24.0,1.0,15.0,21.0,33.0,21.0,27.0,25.0,23.0,8.0,30.0,5.0,34.0,26.0
train,000_2_c2_001103,1.0,4.0,5.0,3.0,4.0,5.0,2.0,1.0,1.0,8.0,3.0,6.0,14.0,7.0,2.0,5.0,14.0,5.0,2.0,17.0,2.0,2.0,13.0,7.0,6.0,2.0,23.0,8.0,22.0,8.0,6.0,11.0,20.0,30.0,16.0,16.0,6.0,5.0,23.0,16.0,34.0,5.0,21.0,22.0,3.0,33.0,13.0,18.0
train,000_2_c2_001104,1.0,4.0,5.0,1.0,3.0,4.0,2.0,1.0,1.0,3.0,7.0,5.0,14.0,7.0,2.0,11.0,5.0,3.0,2.0,17.0,2.0,5.0,1.0,11.0,6.0,2.0,23.0,5.0,5.0,7.0,6.0,11.0,20.0,1.0,12.0,20.0,6.0,5.0,23.0,2.0,33.0,2.0,21.0,22.0,3.0,3.0,1.0,8.0
train,000_2_c2_001105,1.0,4.0,5.0,3.0,4.0,5.0,2.0,9.0,10.0,8.0,3.0,6.0,2.0,6.0,15.0,14.0,2.0,15.0,15.0,4.0,11.0,9.0,3.0,2.0,20.0,11.0,24.0,10.0,8.0,2.0,29.0,30.0,8.0,14.0,2.0,2.0,10.0,28.0,14.0,8.0,32.0,23.0,9.0,11.0,2.0,2.0,3.0,17.0
train,000_2_c2_001106,1.0,4.0,5.0,3.0,4.0,5.0,2.0,9.0,10.0,8.0,3.0,6.0,2.0,6.0,15.0,14.0,2.0,15.0,15.0,4.0,11.0,9.0,3.0,2.0,20.0,11.0,24.0,10.0,8.0,2.0,20.0,30.0,8.0,14.0,2.0,2.0,10.0,28.0,10.0,28.0,12.0,23.0,9.0,11.0,26.0,2.0,3.0,17.0
train,000_2_c2_001107,1.0,4.0,5.0,3.0,4.0,5.0,2.0,9.0,10.0,8.0,3.0,6.0,2.0,6.0,15.0,14.0,2.0,15.0,15.0,4.0,11.0,9.0,3.0,2.0,20.0,11.0,24.0,10.0,8.0,2.0,20.0,30.0,8.0,14.0,2.0,2.0,10.0,28.0,14.0,28.0,12.0,23.0,9.0,11.0,2.0,2.0,3.0,17.0
train,000_2_c2_001108,2.0,2.0,4.0,3.0,4.0,5.0,6.0,7.0,6.0,6.0,6.0,7.0,4.0,13.0,3.0,4.0,9.0,10.0,14.0,3.0,16.0,20.0,7.0,5.0,24.0,25.0,2.0,11.0,1.0,23.0,24.0,27.0,12.0,23.0,10.0,12.0,22.0,20.0,21.0,31.0,28.0,4.0,39.0,21.0,24.0,34.0,9.0,34.0
train,000_2_c2_001109,2.0,2.0,4.0,3.0,4.0,5.0,6.0,7.0,6.0,6.0,6.0,7.0,4.0,2.0,3.0,4.0,9.0,10.0,17.0,15.0,6.0,20.0,7.0,5.0,17.0,3.0,14.0,12.0,1.0,22.0,17.0,22.0,21.0,4.0,13.0,26.0,29.0,7.0,26.0,9.0,8.0,24.0,28.0,38.0,10.0,9.0,18.0,29.0
train,000_2_c2_001110,2.0,2.0,4.0,3.0,4.0,5.0,6.0,7.0,6.0,10.0,10.0,10.0,4.0,13.0,3.0,10.0,4.0,9.0,17.0,3.0,6.0,12.0,19.0,15.0,15.0,25.0,14.0,17.0,9.0,12.0,15.0,5.0,11.0,13.0,6.0,11.0,29.0,12.0,28.0,22.0,23.0,6.0,1.0,16.0,8.0,10.0,26.0,16.0
train,000_2_c3_001074,4.0,3.0,1.0,4.0,1.0,3.0,5.0,4.0,5.0,5.0,9.0,9.0,13.0,10.0,12.0,12.0,8.0,6.0,3.0,7.0,8.0,17.0,5.0,20.0,4.0,6.0,21.0,4.0,6.0,3.0,4.0,10.0,13.0,5.0,26.0,6.0,7.0,15.0,24.0,6.0,5.0,33.0,33.0,12.0,13.0,36.0,19.0,13.0
train,000_2_c3_001111,4.0,3.0,1.0,4.0,1.0,3.0,7.0,4.0,3.0,5.0,4.0,9.0,13.0,10.0,12.0,12.0,8.0,6.0,3.0,7.0,20.0,17.0,5.0,20.0,4.0,6.0,21.0,4.0,6.0,3.0,4.0,29.0,5.0,5.0,26.0,23.0,20.0,15.0,7.0,20.0,5.0,8.0,6.0,17.0,23.0,35.0,7.0,13.0
train,000_2_c3_001112,4.0,3.0,1.0,4.0,1.0,3.0,7.0,4.0,3.0,9.0,2.0,4.0,3.0,15.0,5.0,8.0,3.0,2.0,10.0,18.0,10.0,19.0,9.0,6.0,5.0,10.0,9.0,6.0,2.0,4.0,5.0,15.0,14.0,15.0,9.0,7.0,2.0,13.0,27.0,26.0,25.0,3.0,40.0,10.0,20.0,11.0,28.0,38.0
train,000_2_c3_001113,1.0,4.0,5.0,1.0,3.0,4.0,2.0,1.0,1.0,3.0,7.0,5.0,14.0,7.0,2.0,11.0,5.0,3.0,20.0,17.0,2.0,5.0,1.0,18.0,6.0,24.0,10.0,1.0,20.0,13.0,28.0,9.0,4.0,21.0,3.0,17.0,32.0,2.0,13.0,13.0,3.0,13.0,2.0,30.0,36.0,39.0,15.0,39.0
train,000_2_c3_001114,1.0,4.0,5.0,3.0,4.0,5.0,2.0,1.0,1.0,8.0,3.0,6.0,14.0,7.0,2.0,5.0,14.0,5.0,16.0,20.0,17.0,2.0,2.0,7.0,2.0,24.0,6.0,8.0,22.0,8.0,2.0,9.0,16.0,8.0,8.0,4.0,32.0,2.0,18.0,1.0,22.0,26.0,2.0,30.0,16.0,4.0,2.0,20.0
train,000_2_c3_001115,1.0,4.0,5.0,3.0,4.0,5.0,2.0,1.0,1.0,8.0,3.0,6.0,14.0,7.0,2.0,5.0,14.0,5.0,20.0,17.0,2.0,2.0,2.0,7.0,6.0,2.0,10.0,8.0,22.0,8.0,28.0,11.0,4.0,8.0,8.0,4.0,32.0,11.0,13.0,1.0,22.0,26.0,2.0,6.0,36.0,4.0,2.0,20.0
train,000_2_c3_001116,3.0,1.0,2.0,5.0,5.0,1.0,3.0,3.0,2.0,7.0,8.0,8.0,1.0,8.0,4.0,3.0,7.0,7.0,18.0,14.0,19.0,10.0,16.0,3.0,25.0,21.0,18.0,15.0,7.0,20.0,25.0,28.0,22.0,6.0,19.0,22.0,14.0,24.0,20.0,24.0,26.0,9.0,4.0,3.0,22.0,15.0,21.0,11.0
train,000_2_c3_001117,4.0,3.0,1.0,1.0,3.0,4.0,7.0,4.0,3.0,9.0,2.0,4.0,3.0,15.0,5.0,8.0,3.0,2.0,10.0,18.0,10.0,19.0,9.0,6.0,5.0,10.0,9.0,6.0,2.0,4.0,5.0,15.0,14.0,15.0,9.0,7.0,2.0,13.0,27.0,26.0,25.0,3.0,40.0,10.0,20.0,11.0,28.0,38.0
train,000_2_c3_001118,4.0,3.0,1.0,4.0,1.0,3.0,7.0,4.0,3.0,5.0,4.0,2.0,3.0,15.0,5.0,15.0,11.0,1.0,10.0,18.0,10.0,13.0,12.0,13.0,5.0,22.0,9.0,14.0,24.0,9.0,5.0,15.0,25.0,22.0,4.0,9.0,2.0,13.0,27.0,15.0,29.0,12.0,12.0,23.0,11.0,29.0,35.0,23.0
train,000_2_c3_001119,2.0,2.0,4.0,4.0,1.0,3.0,5.0,7.0,5.0,5.0,9.0,9.0,15.0,14.0,8.0,9.0,10.0,8.0,8.0,12.0,8.0,6.0,8.0,16.0,12.0,18.0,12.0,18.0,16.0,16.0,12.0,18.0,13.0,18.0,22.0,6.0,7.0,22.0,24.0,6.0,14.0,33.0,33.0,28.0,13.0,36.0,19.0,10.0
train,000_2_c3_001120,5.0,5.0,3.0,2.0,2.0,2.0,10.0,10.0,7.0,2.0,1.0,1.0,5.0,1.0,13.0,6.0,6.0,12.0,13.0,19.0,18.0,14.0,14.0,12.0,11.0,13.0,17.0,16.0,14.0,21.0,11.0,3.0,1.0,19.0,18.0,30.0,25.0,25.0,31.0,29.0,19.0,30.0,16.0,36.0,14.0,17.0,36.0,12.0
train,000_2_c3_001121,2.0,2.0,4.0,1.0,3.0,4.0,5.0,7.0,5.0,2.0,1.0,1.0,11.0,14.0,8.0,6.0,6.0,12.0,8.0,12.0,14.0,8.0,10.0,19.0,12.0,18.0,12.0,13.0,11.0,19.0,12.0,18.0,13.0,7.0,5.0,29.0,18.0,22.0,11.0,12.0,20.0,14.0,26.0,28.0,38.0,12.0,4.0,30.0
train,000_2_c3_001122,2.0,2.0,4.0,4.0,1.0,3.0,5.0,7.0,5.0,5.0,9.0,9.0,15.0,14.0,8.0,9.0,10.0,8.0,8.0,12.0,8.0,6.0,8.0,16.0,12.0,18.0,12.0,18.0,16.0,16.0,12.0,18.0,13.0,18.0,22.0,6.0,7.0,22.0,24.0,6.0,14.0,33.0,33.0,28.0,13.0,36.0,19.0,10.0
train,000_2_c3_001123,3.0,1.0,2.0,5.0,5.0,1.0,3.0,3.0,2.0,7.0,8.0,8.0,1.0,8.0,11.0,3.0,7.0,7.0,7.0,9.0,12.0,4.0,6.0,14.0,19.0,5.0,1.0,9.0,15.0,6.0,19.0,20.0,15.0,29.0,7.0,14.0,31.0,8.0,9.0,18.0,31.0,10.0,18.0,15.0,32.0,7.0,8.0,14.0
train,000_2_c3_001124,2.0,2.0,4.0,3.0,4.0,5.0,5.0,7.0,5.0,6.0,9.0,9.0,15.0,14.0,8.0,9.0,10.0,8.0,8.0,12.0,14.0,6.0,8.0,16.0,12.0,18.0,12.0,18.0,16.0,16.0,12.0,18.0,30.0,18.0,22.0,27.0,24.0,22.0,17.0,14.0,14.0,18.0,30.0,28.0,38.0,24.0,40.0,10.0
train,000_2_c3_001125,2.0,2.0,4.0,3.0,4.0,5.0,6.0,7.0,6.0,6.0,6.0,7.0,4.0,2.0,3.0,4.0,9.0,10.0,17.0,15.0,6.0,20.0,7.0,5.0,7.0,8.0,14.0,12.0,1.0,11.0,7.0,5.0,2.0,17.0,13.0,15.0,28.0,12.0,32.0,3.0,35.0,4.0,20.0,16.0,12.0,10.0,20.0,6.0
train,000_2_c3_001126,2.0,2.0,4.0,5.0,5.0,1.0,6.0,7.0,6.0,10.0,10.0,10.0,4.0,2.0,3.0,10.0,4.0,9.0,17.0,15.0,6.0,12.0,19.0,15.0,7.0,8.0,14.0,17.0,9.0,12.0,7.0,5.0,2.0,13.0,6.0,11.0,28.0,12.0,32.0,19.0,23.0,6.0,20.0,16.0,12.0,22.0,26.0,37.0
train,000_2_c3_001127,5.0,5.0,3.0,5.0,5.0,1.0,1.0,6.0,7.0,7.0,8.0,8.0,7.0,5.0,10.0,3.0,7.0,7.0,6.0,2.0,4.0,4.0,6.0,14.0,8.0,17.0,13.0,9.0,17.0,6.0,8.0,25.0,24.0,29.0,20.0,5.0,21.0,18.0,6.0,10.0,7.0,15.0,11.0,34.0,18.0,30.0,29.0,9.0
train,000_2_c3_001128,3.0,1.0,2.0,1.0,3.0,4.0,8.0,5.0,4.0,3.0,7.0,5.0,10.0,12.0,6.0,11.0,5.0,3.0,9.0,1.0,1.0,5.0,1.0,11.0,1.0,4.0,4.0,5.0,5.0,7.0,1.0,14.0,18.0,1.0,12.0,20.0,26.0,17.0,22.0,2.0,33.0,2.0,14.0,7.0,17.0,3.0,1.0,8.0
train,000_2_c3_001129,3.0,1.0,2.0,4.0,1.0,3.0,3.0,5.0,2.0,5.0,4.0,9.0,1.0,12.0,4.0,12.0,8.0,6.0,18.0,14.0,19.0,14.0,14.0,10.0,25.0,21.0,18.0,16.0,14.0,21.0,25.0,28.0,22.0,19.0,1.0,30.0,14.0,24.0,20.0,29.0,19.0,30.0,4.0,3.0,22.0,20.0,17.0,40.0
train,000_2_c8_001130,1.0,4.0,5.0,1.0,3.0,4.0,2.0,1.0,1.0,3.0,7.0,5.0,14.0,7.0,2.0,11.0,5.0,3.0,2.0,17.0,2.0,5.0,1.0,11.0,6.0,2.0,23.0,5.0,5.0,7.0,6.0,11.0,20.0,1.0,12.0,20.0,6.0,5.0,23.0,2.0,33.0,2.0,21.0,22.0,27.0,3.0,1.0,8.0
train,000_2_c8_001131,2.0,2.0,4.0,3.0,4.0,5.0,6.0,9.0,6.0,6.0,6.0,7.0,4.0,2.0,3.0,4.0,9.0,10.0,17.0,15.0,6.0,20.0,7.0,5.0,7.0,8.0,14.0,12.0,1.0,11.0,7.0,5.0,2.0,17.0,13.0,15.0,3.0,29.0,4.0,9.0,35.0,4.0,20.0,4.0,31.0,13.0,20.0,6.0
train,000_2_c8_001132,2.0,2.0,4.0,3.0,4.0,5.0,6.0,7.0,6.0,6.0,6.0,7.0,4.0,13.0,3.0,4.0,9.0,10.0,17.0,3.0,6.0,20.0,7.0,5.0,15.0,25.0,14.0,11.0,1.0,23.0,15.0,27.0,11.0,23.0,10.0,12.0,29.0,12.0,28.0,31.0,28.0,4.0,1.0,16.0,8.0,34.0,9.0,29.0
train,000_2_c8_001133,4.0,2.0,1.0,4.0,1.0,3.0,6.0,7.0,6.0,5.0,4.0,2.0,9.0,13.0,9.0,15.0,11.0,1.0,5.0,16.0,13.0,13.0,12.0,13.0,17.0,3.0,16.0,21.0,19.0,22.0,17.0,22.0,21.0,4.0,17.0,26.0,17.0,7.0,26.0,5.0,8.0,24.0,27.0,38.0,10.0,9.0,18.0,31.0
